Industry Indices: Price - US$ Currency Europe;Europe;;;;;Eurozone;;;;
Date;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus ;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus
    ;SXBSCL;S3000L;S5000L;SXFINL;SXIDUL;SXBSCK;S3000K;S5000K;SXFINK;SXIDUK
07.07.1988;82.46;;;82.33;77.07;83.08;;;80.31;73.4
08.07.1988;81.81;;;81.75;76.73;82.37;;;79.67;72.18
11.07.1988;80.99;;;80.83;75.84;81.64;;;78.63;70.94
12.07.1988;80.74;;;80.98;75.53;81.82;;;78.51;70.91
13.07.1988;80.49;;;80.3;75.34;81.11;;;77.55;70.03
14.07.1988;80.69;;;80.13;75.33;81.82;;;77.6;70.24
15.07.1988;79.64;;;79.19;74.28;80.64;;;76.86;69.43
18.07.1988;79.35;;;79.01;73.92;80.33;;;76.6;68.8
19.07.1988;79.8;;;79.62;74.65;80.34;;;76.98;68.91
20.07.1988;80.76;;;80.53;76;81.05;;;77.65;69.78
21.07.1988;81.3;;;81.19;76.67;81.63;;;78.12;70.17
22.07.1988;81.04;;;81.26;76.5;81.14;;;78.24;70.3
25.07.1988;80.3;;;80.57;75.81;80.52;;;77.48;69.77
26.07.1988;80.1;;;80.22;75.2;80.83;;;77.42;69.72
27.07.1988;80.75;;;80.88;76.1;81.5;;;78.21;70.62
28.07.1988;79.87;;;80.36;75.91;80.33;;;77.63;70
29.07.1988;80;;;80.44;75.77;80.75;;;77.9;70.25
01.08.1988;80.73;;;80.76;76.31;81.43;;;78.42;70.63
02.08.1988;80.37;;;80.52;76.17;81.25;;;78.36;70.84
03.08.1988;80.91;;;80.83;76.75;81.81;;;78.51;71.19
04.08.1988;81.05;;;80.82;77.19;81.81;;;78.21;71.18
05.08.1988;80.9;;;80.51;76.75;81.88;;;77.85;70.85
08.08.1988;80.59;;;80.22;76.59;81.57;;;77.46;70.51
09.08.1988;79.71;;;79.42;75.52;80.88;;;76.88;69.89
10.08.1988;78.69;;;78.59;74.7;79.65;;;76.18;69.17
11.08.1988;78.73;;;78.59;74.95;79.6;;;76.2;69.17
12.08.1988;79.73;;;79.45;75.91;80.58;;;77.08;69.99
15.08.1988;78.95;;;78.9;75.19;80.23;;;76.9;69.82
16.08.1988;79.28;;;79.06;75.69;80.33;;;76.86;69.79
17.08.1988;78.64;;;78.21;74.89;79.85;;;76.01;69.27
18.08.1988;79.28;;;78.65;75.53;80.46;;;76.38;69.95
19.08.1988;79.73;;;78.86;76.05;80.65;;;76.51;70.18
22.08.1988;78.16;;;77.36;74.58;79.11;;;75.2;68.96
23.08.1988;77.94;;;77.47;74.53;78.87;;;75.61;69.05
24.08.1988;78.43;;;77.67;74.78;79.64;;;75.86;69.51
25.08.1988;78.62;;;77.83;74.21;80.5;;;76.53;69.94
26.08.1988;78.43;;;77.8;73.68;80.46;;;76.65;70.04
29.08.1988;77.78;;;77.16;73.2;79.55;;;75.99;69.32
30.08.1988;77.99;;;77.29;72.68;80.06;;;76.17;69.43
31.08.1988;77.61;;;77.08;72.56;79.7;;;76;69.17
01.09.1988;76.74;;;76.29;71.39;79;;;75.43;68.62
02.09.1988;77.66;;;76.83;72.21;79.77;;;75.75;69.07
05.09.1988;78.54;;;77.63;73.19;80.75;;;76.47;69.58
06.09.1988;79.26;;;78.49;74.31;81.53;;;77.29;70.41
07.09.1988;79.22;;;78.37;74.11;81.51;;;77.27;70.33
08.09.1988;78.71;;;77.95;73.28;81.24;;;77.09;70.15
09.09.1988;78.74;;;77.93;73.14;81.28;;;77.22;70.23
12.09.1988;79.35;;;78.31;73.49;82.18;;;77.63;70.5
13.09.1988;79.57;;;78.42;73.88;82.02;;;77.66;70.86
14.09.1988;79.22;;;77.82;73.27;81.66;;;77.23;70.74
15.09.1988;79.63;;;78.25;73.54;82.21;;;77.86;71.1
16.09.1988;79.51;;;78.16;73.39;82.25;;;77.86;71.09
19.09.1988;80.08;;;79.11;73.67;83.27;;;79.03;71.79
20.09.1988;80.27;;;79.56;74.17;83.05;;;79.26;71.78
21.09.1988;81.95;;;79.83;74.69;83.37;;;79.61;72.1
22.09.1988;81.13;;;79.72;74.43;82.93;;;79.5;72.06
23.09.1988;81.03;;;80.04;74.55;82.79;;;79.79;72.06
26.09.1988;80.91;;;79.99;74.61;82.7;;;79.84;72.2
27.09.1988;80.99;;;80.15;75.27;82.39;;;79.65;72.06
28.09.1988;81.54;;;80.59;76.04;82.47;;;79.98;72.65
29.09.1988;82.43;;;80.99;76.32;83.4;;;80.41;73.21
30.09.1988;83.13;;;81.64;76.88;84.07;;;81.29;73.56
03.10.1988;82.51;;;82.1;76.68;83.84;;;82.22;73.89
04.10.1988;82.59;;;82.51;76.88;83.94;;;82.88;74.06
05.10.1988;82.93;;;82.84;77.49;84.32;;;83.05;74.14
06.10.1988;83.24;;;83.11;77.84;84.8;;;83.13;74.37
07.10.1988;83.58;;;83.29;78.33;84.96;;;83.3;74.48
10.10.1988;84.43;;;84.09;79.22;86.19;;;83.97;75.19
11.10.1988;84.08;;;84.12;79.27;85.79;;;83.97;75.2
12.10.1988;83.95;;;84.24;79.22;85.69;;;84.18;75.63
13.10.1988;85.24;;;85.55;80.37;87.11;;;85.51;76.8
14.10.1988;86.26;;;86.17;81.1;88.32;;;86.04;77.51
17.10.1988;86.55;;;86.29;81.28;88.15;;;86.35;77.49
18.10.1988;87.25;;;86.71;81.41;89.18;;;87.21;78.13
19.10.1988;87.63;;;87.14;81.86;89.44;;;87.48;78.58
20.10.1988;88.22;;;87.36;82.39;89.64;;;87.23;79.03
21.10.1988;88.59;;;87.91;82.82;90.35;;;87.93;79.7
24.10.1988;88.07;;;87.73;82.31;90.06;;;88.17;79.66
25.10.1988;87.73;;;87.57;82.53;90.38;;;88.08;79.67
26.10.1988;88.68;;;88.35;83.02;91.52;;;88.97;80.43
27.10.1988;88.73;;;88.45;83.38;91.51;;;88.83;80.31
28.10.1988;88.78;;;88.62;83.81;91.28;;;88.94;80.61
31.10.1988;88.34;;;88.4;83.72;90.6;;;88.71;80.24
01.11.1988;88.56;;;88.56;84.03;90.78;;;88.76;80.36
02.11.1988;87.9;;;88.76;84;89.94;;;88.98;80.25
03.11.1988;88.21;;;88.87;84.17;90;;;89.18;80.45
04.11.1988;87.53;;;87.99;83.39;89.22;;;88.24;79.76
07.11.1988;87.46;;;88.03;83.36;89.01;;;88.53;79.96
08.11.1988;87.94;;;88.28;83.76;89.47;;;88.77;80.1
09.11.1988;88.62;;;89.22;84.44;90.38;;;89.95;81.22
10.11.1988;88.38;;;89.15;84.37;89.91;;;89.94;80.88
11.11.1988;88.55;;;89.82;84.69;90.2;;;90.94;81.63
14.11.1988;87.82;;;88.64;83.58;89.51;;;89.46;80.29
15.11.1988;88.15;;;88.89;83.78;89.7;;;89.6;80.06
16.11.1988;88.95;;;90.09;85.2;90.88;;;90.87;81.21
17.11.1988;89.11;;;89.86;85.34;90.71;;;90.52;80.74
18.11.1988;89.26;;;89.42;85.06;91.04;;;90.53;80.89
21.11.1988;89.4;;;89.32;85.04;91.37;;;90.58;81.14
22.11.1988;89.89;;;90.03;85.65;91.76;;;91.09;81.22
23.11.1988;90.35;;;91;86.43;92.4;;;91.82;81.62
24.11.1988;90.51;;;91.17;86.54;92.64;;;92.07;82.09
25.11.1988;90.02;;;90.55;85.42;92.32;;;91.74;82.14
28.11.1988;88.33;;;89.34;84.17;90.75;;;90.31;80.78
29.11.1988;88.82;;;89.89;84.89;91.08;;;90.56;80.9
30.11.1988;89.19;;;90.22;85.35;91.42;;;90.86;81.11
01.12.1988;89.3;;;90.14;85.15;91.66;;;91.01;81.34
02.12.1988;89.11;;;90.1;84.67;91.56;;;91.14;81.09
05.12.1988;89.64;;;90.43;85.1;92.08;;;91.29;81.21
06.12.1988;89.42;;;90.47;85.27;92.03;;;91.08;81.27
07.12.1988;88.43;;;89.09;84.24;91.23;;;89.95;80.38
08.12.1988;89.05;;;89.94;84.42;91.87;;;91.02;81.21
09.12.1988;89.17;;;90.37;84.32;92.52;;;91.97;82.19
12.12.1988;88.56;;;89.61;83.55;91.83;;;91.15;81.75
13.12.1988;87.78;;;89.09;83.31;91.27;;;90.61;81.22
14.12.1988;88.11;;;89.28;83.61;91.57;;;90.89;81.51
15.12.1988;87.85;;;88.92;83.52;90.98;;;90.23;80.84
16.12.1988;87.47;;;88.51;83.09;90.61;;;89.78;80.51
19.12.1988;88.41;;;88.9;83.69;92.13;;;90.31;81.05
20.12.1988;88.5;;;89.01;83.78;92.37;;;90.66;81.37
21.12.1988;88.4;;;89.21;83.84;92.07;;;91.1;81.4
22.12.1988;88.62;;;88.85;83.86;92.52;;;90.97;82.18
23.12.1988;88.81;;;88.87;83.95;92.42;;;90.87;82.11
26.12.1988;89.02;;;89.06;84.14;92.67;;;91.03;82.31
27.12.1988;89.14;;;89.04;84.22;92.92;;;91.02;82.71
28.12.1988;88.44;;;88.3;83.81;91.63;;;90.06;81.57
29.12.1988;88.85;;;89.06;84.98;91.76;;;90.71;82.12
30.12.1988;89.44;;;89.72;85.76;92.54;;;91.49;83.34
02.01.1989;89.88;;;89.98;86.04;93.32;;;91.96;83.81
03.01.1989;90.8;;;90.93;86.61;94.57;;;93.13;84.63
04.01.1989;90.05;;;90.23;86.37;93.3;;;92.24;84.05
05.01.1989;90.13;;;89.98;86.56;93.54;;;92.01;83.89
06.01.1989;89.42;;;89.3;86.28;92.16;;;91.29;83.44
09.01.1989;89.25;;;89.08;86.73;91.61;;;91.01;83.18
10.01.1989;88.72;;;88.65;86.37;90.63;;;90.26;82.33
11.01.1989;89.53;;;89.2;87.01;91.54;;;90.68;83
12.01.1989;90.24;;;89.56;87.73;92.32;;;90.92;83.52
13.01.1989;90.22;;;89.61;87.78;92.08;;;90.78;83.54
16.01.1989;89;;;88.61;87.03;90.63;;;89.81;82.69
17.01.1989;88.56;;;88.69;87.09;89.81;;;89.89;82.76
18.01.1989;88.42;;;88.24;87.02;89.44;;;89.07;82.19
19.01.1989;89.47;;;88.61;87.69;90.64;;;89.4;82.91
20.01.1989;90.31;;;89.29;88.76;91.36;;;90.19;83.88
23.01.1989;90.75;;;89.52;89.41;91.81;;;89.93;84.01
24.01.1989;91.13;;;89.93;89.9;92.32;;;90.45;84.49
25.01.1989;91.75;;;90.09;90.42;92.99;;;90.68;85.5
26.01.1989;92.25;;;90.04;90.75;93.3;;;90.24;85.1
27.01.1989;93.2;;;89.86;91.36;93.96;;;89.53;84.87
30.01.1989;93.29;;;90.06;92.11;93.59;;;89.09;84.86
31.01.1989;92.27;;;89.33;91.33;92.07;;;88.23;83.91
01.02.1989;92.32;;;88.63;91.11;92.01;;;87.45;83.51
02.02.1989;92.75;;;88.32;91.55;92.1;;;87.02;84.02
03.02.1989;93.13;;;88.35;92.3;92.16;;;86.84;84.18
06.02.1989;93.46;;;88.2;92.04;93.42;;;87.09;84.51
07.02.1989;94.46;;;88.62;93.26;93.96;;;87.2;84.87
08.02.1989;95.4;;;89.25;94.16;94.54;;;87.44;85.22
09.02.1989;95.75;;;89.46;94.52;94.92;;;88.01;85.61
10.02.1989;95.38;;;89.23;93.76;95.02;;;88.05;85.41
13.02.1989;93.82;;;87.93;92.35;93.31;;;86.88;84.1
14.02.1989;95.08;;;89.06;93.77;94.29;;;88.02;84.94
15.02.1989;94.39;;;89.04;93.66;93.36;;;87.75;84.25
16.02.1989;94.63;;;88.93;93.47;93.57;;;87.82;84.4
17.02.1989;94.99;;;89.11;94.07;93.59;;;87.87;84.69
20.02.1989;95.07;;;88.98;94.67;93.94;;;87.68;84.91
21.02.1989;94.37;;;88.47;94.16;93.41;;;87.26;84.99
22.02.1989;94.12;;;88.24;93.53;93.2;;;87.2;84.82
23.02.1989;93.4;;;87.94;93.22;92.02;;;87.05;84.17
24.02.1989;93.38;;;87.55;93.26;92.21;;;86.78;84
27.02.1989;92.52;;;86.65;92.08;91.64;;;86.22;83.3
28.02.1989;93.02;;;87.03;92.85;92.34;;;86.45;84.27
01.03.1989;92.71;;;86.5;92.69;92.09;;;85.81;83.84
02.03.1989;93.02;;;86.64;93.55;92.01;;;85.88;84.2
03.03.1989;93.81;;;87.55;94.32;93.23;;;86.82;85.24
06.03.1989;94.19;;;87.67;94.87;93.63;;;86.76;85.25
07.03.1989;94.05;;;87.67;94.99;93.16;;;86.47;85.14
08.03.1989;93.77;;;87.25;94.72;92.65;;;85.9;84.6
09.03.1989;93.53;;;86.93;94.43;92.56;;;85.83;84.42
10.03.1989;93.43;;;86.91;94.65;92.31;;;85.81;84.17
13.03.1989;93.2;;;86.62;95.17;92.11;;;85.5;84.18
14.03.1989;94.57;;;87.84;96.68;93.48;;;86.34;85.29
15.03.1989;94.14;;;87.48;96.26;93.21;;;86.15;85.08
16.03.1989;93.9;;;87.33;95.98;93.01;;;86.35;85.24
17.03.1989;93.25;;;86.73;94.6;92.65;;;86.02;84.85
20.03.1989;92.24;;;86.1;93.44;91.46;;;85.33;84.03
21.03.1989;93;;;86.99;94.55;91.72;;;86.2;84.65
22.03.1989;93.07;;;86.89;94.22;92.11;;;86.28;84.91
23.03.1989;92.75;;;86.95;94.41;92.24;;;86.26;84.89
24.03.1989;92.72;;;86.85;94.35;92.26;;;86.12;84.88
27.03.1989;92.51;;;86.66;94.17;91.97;;;85.91;84.63
28.03.1989;91.77;;;86;93.45;91.19;;;85.38;84.21
29.03.1989;92.12;;;86.3;93.85;91.68;;;85.68;84.68
30.03.1989;91.9;;;86.13;93.32;91.89;;;85.97;85.03
31.03.1989;92.61;;;86.14;94.01;92.52;;;85.76;85.23
03.04.1989;93.78;;;86.95;94.72;94.41;;;86.95;86.96
04.04.1989;94.53;;;87.86;96.01;94.85;;;87.77;87.93
05.04.1989;94.48;;;87.88;95.81;95.02;;;87.94;88.2
06.04.1989;94.35;;;87.8;95.33;94.82;;;87.88;88.51
07.04.1989;93.77;;;87.28;94.52;94.48;;;87.56;88.2
10.04.1989;93.73;;;87.13;94.12;94.99;;;87.65;88.85
11.04.1989;93.59;;;86.97;94.12;95.18;;;87.6;88.94
12.04.1989;93.96;;;86.98;94.24;95.58;;;87.91;89.15
13.04.1989;94.38;;;87.61;94.49;96.09;;;88.62;89.43
14.04.1989;94.75;;;88.07;95.49;96.18;;;89.21;90.13
17.04.1989;95.8;;;89.1;96.6;97.47;;;90.54;91.63
18.04.1989;96.16;;;89.41;97.56;97.82;;;90.83;92.13
19.04.1989;96.08;;;89.07;97.55;97.1;;;90.38;91.66
20.04.1989;96.18;;;89.16;96.9;97.76;;;90.68;91.85
21.04.1989;95.76;;;88.85;96.62;97.31;;;90.47;91.69
24.04.1989;95.05;;;88.29;96.2;96.55;;;89.96;91.28
25.04.1989;94.78;;;87.77;96.3;96.12;;;89.22;90.97
26.04.1989;94.52;;;87.11;96.38;95.37;;;88.24;90.19
27.04.1989;95.49;;;87.36;97.1;96.03;;;88.25;90.41
28.04.1989;95.07;;;87.39;97.37;95.81;;;88.12;90.71
01.05.1989;94.95;;;87.5;97.44;95.59;;;88.28;90.8
02.05.1989;94.51;;;86.77;96.84;95.32;;;87.53;90.42
03.05.1989;94.53;;;86.7;96.83;95.32;;;87.46;90.39
04.05.1989;94.51;;;86.82;97.25;95.29;;;87.36;90.33
05.05.1989;94.74;;;86.58;97.24;95.79;;;87.03;90.38
08.05.1989;94.29;;;86.15;96.75;95.44;;;86.67;90.19
09.05.1989;93.54;;;85.65;96.2;94.49;;;85.96;89.5
10.05.1989;93.86;;;86.17;96.49;94.88;;;86.52;89.81
11.05.1989;93.26;;;85.33;95.97;94.27;;;85.54;89.24
12.05.1989;93.33;;;85.25;96.65;93.95;;;85.24;89.04
15.05.1989;92.15;;;84.25;95.87;92.68;;;84.05;87.8
16.05.1989;91.66;;;83.97;95.68;92.19;;;83.83;87.69
17.05.1989;90.5;;;82.66;94.37;90.9;;;82.49;86
18.05.1989;90.91;;;82.59;94.92;91.09;;;82.46;85.93
19.05.1989;91.62;;;82.82;96.3;91.45;;;82.49;86.39
22.05.1989;89.53;;;80.95;93.49;89.83;;;81.02;84.89
23.05.1989;89.29;;;80.59;92.87;90.36;;;81.05;85.29
24.05.1989;89.31;;;80.31;92.53;90.84;;;80.99;85.55
25.05.1989;90.19;;;81.01;93.77;91.79;;;81.71;86.71
26.05.1989;90.8;;;81.55;94.8;92.53;;;82.25;87.68
29.05.1989;90.14;;;80.59;93.77;92.16;;;81.18;86.83
30.05.1989;89.98;;;80.31;93.4;92.36;;;81.2;87.19
31.05.1989;91.03;;;81.51;93.95;94.02;;;82.68;88.77
01.06.1989;91.17;;;81.69;93.59;94.35;;;82.77;88.83
02.06.1989;92.43;;;83.14;95.03;95.59;;;84.28;90.21
05.06.1989;91.55;;;82.97;94.3;94.91;;;84.39;89.89
06.06.1989;90.51;;;82.16;93.68;93.55;;;83.28;88.57
07.06.1989;91.41;;;83.4;95.14;94.81;;;84.58;89.89
08.06.1989;91.24;;;83.58;95.4;94.33;;;84.56;89.98
09.06.1989;90.05;;;82.61;93.97;93.08;;;83.63;88.99
12.06.1989;88.79;;;81.46;92.24;92.07;;;82.87;87.84
13.06.1989;88.48;;;81.42;91.45;92.17;;;83.18;87.9
14.06.1989;88.7;;;81.3;91.78;92.17;;;83.11;87.87
15.06.1989;88.52;;;81.3;92;91.92;;;83.18;87.93
16.06.1989;89.69;;;82.52;93.63;93.16;;;84.43;89.07
19.06.1989;91.07;;;83.85;94.89;95.09;;;85.97;90.46
20.06.1989;91.4;;;83.96;95.34;95.42;;;85.94;91.09
21.06.1989;91.65;;;84.33;95.64;95.59;;;86.22;91.54
22.06.1989;92.57;;;84.87;96.4;95.68;;;86.88;92.08
23.06.1989;93.83;;;86.07;97.22;97.23;;;88.23;93.33
26.06.1989;93.1;;;85.26;96.31;96.52;;;87.57;92.53
27.06.1989;93.7;;;85.66;97.36;96.35;;;87.44;92.59
28.06.1989;93.14;;;85.27;97.31;95.87;;;86.91;92.37
29.06.1989;92.36;;;85.12;96.98;95.54;;;87.32;92.37
30.06.1989;91.06;;;84.55;95.96;94.01;;;87;91.81
03.07.1989;92.57;;;86.06;97.82;95.32;;;88.29;93.34
04.07.1989;93.3;;;86.95;98.6;96.02;;;89.2;93.78
05.07.1989;94.35;;;88.24;100.03;96.89;;;90.38;94.31
06.07.1989;94.25;;;88.76;100.35;96.85;;;90.99;94.72
07.07.1989;95.09;;;89.9;101.07;97.53;;;92.11;95.26
10.07.1989;96.09;;;91.83;102.35;98.87;;;94.04;96.79
11.07.1989;95.44;;;91.72;102.36;97.5;;;93.37;96.13
12.07.1989;95.43;;;92.47;102.83;97.27;;;93.91;96.36
13.07.1989;95.23;;;92.63;102.8;97.04;;;94.42;96.51
14.07.1989;94.57;;;92.19;101.91;95.95;;;93.99;95.17
17.07.1989;94.37;;;92.45;101.89;95.35;;;94.09;94.92
18.07.1989;94.64;;;92.88;102.48;95.52;;;94.4;95.33
19.07.1989;94.79;;;93.08;102.71;95.88;;;94.37;95.44
20.07.1989;95.11;;;93.09;102.99;96.44;;;94.31;95.92
21.07.1989;94.79;;;92.96;102.19;96.14;;;94.26;95.72
24.07.1989;94.2;;;92.21;100.98;95.53;;;93.37;95.39
25.07.1989;95.12;;;93.03;101.99;96.35;;;94.28;96.26
26.07.1989;96.6;;;94.98;103.74;98;;;96.46;97.85
27.07.1989;97.06;;;95.75;104.52;98.2;;;97.11;98.27
28.07.1989;96.19;;;95.36;103.73;97.13;;;96.25;97.27
31.07.1989;96.9;;;96.71;104.64;98;;;97.64;98.3
01.08.1989;97.09;;;96.91;104.5;98.92;;;98.51;98.97
02.08.1989;98.3;;;97.68;105.51;100.38;;;99.35;99.79
03.08.1989;97.63;;;96.79;104.52;100.29;;;98.44;99.09
04.08.1989;96.87;;;95.71;103.55;99.78;;;97.39;98.24
07.08.1989;97.01;;;95.25;103.52;99.83;;;96.94;98.06
08.08.1989;98.11;;;96.49;105.04;100.62;;;98.13;99.39
09.08.1989;98.4;;;96.45;105.28;100.64;;;98;99.67
10.08.1989;98.94;;;96.83;105.27;101.34;;;98.41;99.91
11.08.1989;97.28;;;94.53;103.34;99.36;;;96.11;97.77
14.08.1989;96;;;93.93;102.7;98.4;;;95.77;97.63
15.08.1989;95.13;;;93.11;101.76;97.47;;;94.87;96.91
16.08.1989;95.69;;;93.95;102.62;97.84;;;95.46;97.68
17.08.1989;94.65;;;93.34;101.85;96.61;;;94.8;96.8
18.08.1989;95.02;;;93.69;102.51;97;;;95.03;97.41
21.08.1989;95.7;;;94.54;103;97.7;;;95.96;98.36
22.08.1989;96.02;;;95.17;102.72;97.84;;;96.85;98.44
23.08.1989;95.51;;;94.68;102.26;97.07;;;95.91;98.3
24.08.1989;95.64;;;95.15;102.48;97.36;;;95.95;99.06
25.08.1989;96.28;;;95.72;102.76;98.14;;;96.72;99.82
28.08.1989;95.66;;;95.52;102.33;97.33;;;96.61;99.4
29.08.1989;96.85;;;96.05;102.93;98.74;;;97.26;100.22
30.08.1989;96.71;;;95.94;102.91;98.69;;;97.6;100.73
31.08.1989;96.56;;;95.48;102.43;98.87;;;97.19;100.21
01.09.1989;96.17;;;94.87;101.94;98.41;;;96.54;99.62
04.09.1989;96.42;;;95.05;102.37;98.71;;;96.79;100.31
05.09.1989;96.04;;;94.66;101.9;98.47;;;96.86;100.48
06.09.1989;96.5;;;94.76;102.2;99.49;;;97.05;101.11
07.09.1989;96.41;;;94.62;102.11;99.16;;;96.65;100.86
08.09.1989;97.06;;;95.42;102.43;100.11;;;97.57;101.45
11.09.1989;95.88;;;94.76;101.24;98.77;;;96.92;100.05
12.09.1989;95.7;;;94.79;101.5;98.33;;;96.96;100.52
13.09.1989;95.63;;;94.86;101.69;98.26;;;96.97;100.69
14.09.1989;95.68;;;95.36;101.64;98.71;;;97.65;101.38
15.09.1989;94.2;;;93.81;99.93;97.13;;;96.26;99.73
18.09.1989;96.43;;;95.67;101.74;99.84;;;98.22;101.83
19.09.1989;96.8;;;95.79;102.07;100.35;;;98.22;102.15
20.09.1989;97.47;;;96.29;103.05;100.83;;;98.64;103.05
21.09.1989;97.46;;;96.36;103.18;100.69;;;98.59;102.98
22.09.1989;97.37;;;96.64;102.98;100.83;;;99.28;103.5
25.09.1989;99.27;;;98.42;104.92;103.28;;;101.25;105.91
26.09.1989;99.39;;;98.93;104.83;103.67;;;101.84;106.36
27.09.1989;98.7;;;99.05;104.42;103.44;;;102.17;106.28
28.09.1989;97.92;;;98.89;103.48;103.23;;;102.35;105.63
29.09.1989;98.22;;;98.98;104.02;102.9;;;102.13;105.5
02.10.1989;97.84;;;98.06;103.38;102.42;;;100.99;105.01
03.10.1989;97.91;;;98.05;103.4;102.57;;;100.95;105.26
04.10.1989;98;;;98.72;103.51;103.02;;;101.91;106.07
05.10.1989;97.65;;;98.31;102.8;102.97;;;101.43;106.01
06.10.1989;97.3;;;98.43;102.65;102.88;;;101.77;106.13
09.10.1989;96.41;;;98.19;101.07;103.26;;;102.42;106.99
10.10.1989;95.12;;;97.3;99.26;102.5;;;102.39;106.36
11.10.1989;93.92;;;96.28;98.21;100.65;;;101.29;104.71
12.10.1989;94.12;;;96.37;98.66;100.89;;;101.18;104.6
13.10.1989;94.58;;;96.61;99.1;101.04;;;101.44;104.72
16.10.1989;89.59;;;91.6;93.77;93.78;;;95.44;96.34
17.10.1989;91.48;;;93.93;95.66;97.04;;;98.6;100.23
18.10.1989;92.66;;;93.79;96.71;97.97;;;98.08;100.57
19.10.1989;94.09;;;95.47;98.68;99.86;;;99.75;102.4
20.10.1989;94.04;;;95.3;98.47;100.16;;;99.57;102.37
23.10.1989;94;;;95.33;98.69;99.76;;;99.53;102.3
24.10.1989;93.71;;;95.06;97.88;99.55;;;99.34;101.8
25.10.1989;92.99;;;94.6;97.51;98.33;;;98.58;100.33
26.10.1989;92.07;;;94.31;96.63;98.13;;;98.26;99.72
27.10.1989;90.47;;;93.02;93.79;97.2;;;97.59;98.32
30.10.1989;90.79;;;93.26;94.1;96.92;;;97.52;97.98
31.10.1989;91.11;;;93.87;94.88;97.05;;;98.12;98.41
01.11.1989;91.81;;;94.18;95.65;97.74;;;98.45;98.61
02.11.1989;90.83;;;93.81;94.69;96.67;;;98.37;97.74
03.11.1989;90.81;;;94.05;95.18;96.04;;;98.23;97.55
06.11.1989;90.53;;;93.49;95.09;95.37;;;97.37;96.62
07.11.1989;90.21;;;93.22;95;94.43;;;96.65;95.52
08.11.1989;90.9;;;93.92;96.31;94.97;;;97;96.22
09.11.1989;91.11;;;94.64;96.52;95.34;;;97.44;97.33
10.11.1989;90.97;;;94.63;96.62;95.48;;;97.18;98.46
13.11.1989;91.57;;;94.75;96.92;96.27;;;97.55;99.98
14.11.1989;91.38;;;94.76;96.82;96.14;;;97.58;99.98
15.11.1989;91.43;;;94.62;96.51;96.53;;;97.66;99.93
16.11.1989;92.27;;;94.87;96.59;98.24;;;97.88;100.58
17.11.1989;92.21;;;94.82;96.64;98.41;;;97.81;100.76
20.11.1989;91.91;;;94.57;95.85;98.76;;;98.2;101.43
21.11.1989;92.23;;;95.2;95.64;98.97;;;98.94;101.56
22.11.1989;92.46;;;95.74;96.01;99.48;;;99.61;102.01
23.11.1989;92.76;;;96.52;96.58;99.6;;;100.17;102.38
24.11.1989;93.71;;;97.65;96.98;100.93;;;101.85;103.68
27.11.1989;94.11;;;98.26;97.6;101.85;;;102.68;105.03
28.11.1989;94.25;;;98.55;98.09;101.72;;;102.57;105.16
29.11.1989;94.89;;;99.76;98.88;102.26;;;103.57;106.31
30.11.1989;95.45;;;100;99.94;102.59;;;103.81;107.33
01.12.1989;96.19;;;100.71;100.94;103.41;;;104.58;108.55
04.12.1989;96.6;;;101.17;101.43;104.26;;;105.58;109.87
05.12.1989;96.91;;;101.54;102.25;104.43;;;105.71;109.79
06.12.1989;98.34;;;102.8;103.59;105.97;;;107.04;111.19
07.12.1989;98.44;;;102.68;103.39;106.15;;;107.14;111.15
08.12.1989;98.31;;;102.48;103.52;105.41;;;106.95;111.03
11.12.1989;98.66;;;102.86;103.74;105.68;;;107.27;111.27
12.12.1989;100.38;;;104.7;105.32;107.68;;;109.37;113.49
13.12.1989;100.37;;;104.24;105.01;107.63;;;108.57;112.48
14.12.1989;100.13;;;104.3;104.81;107.35;;;108.63;112.31
15.12.1989;100.45;;;104.87;104.58;108.03;;;109.27;112.75
18.12.1989;100.26;;;104.91;104.68;107.85;;;109.43;112.57
19.12.1989;99.91;;;104.77;104.15;107.4;;;109.33;111.83
20.12.1989;100.13;;;105.07;104.07;107.53;;;109.55;111.75
21.12.1989;100.88;;;106.38;105.26;108.78;;;111.18;113.62
22.12.1989;102.21;;;107.56;106.29;110.4;;;112.45;115.17
25.12.1989;102.19;;;107.55;106.28;110.38;;;112.44;115.16
26.12.1989;102.72;;;107.99;106.84;111.08;;;112.99;116.11
27.12.1989;105.07;;;109.35;108.2;114.35;;;114.32;117.86
28.12.1989;105.28;;;109.75;108.68;114.97;;;115.14;118.95
29.12.1989;105.71;;;109.95;109.36;114.96;;;114.98;118.83
01.01.1990;105.71;;;109.94;109.36;114.96;;;114.98;118.83
02.01.1990;105.89;;;109.35;109.82;114.9;;;114.49;119.03
03.01.1990;107.89;;;109.52;111.38;117;;;114.54;119.77
04.01.1990;109.92;;;111.25;113.33;118.94;;;116.54;122
05.01.1990;109.39;;;111.34;112.85;117.99;;;116.64;121
08.01.1990;110.19;;;112.46;113.68;119.24;;;117.97;121.86
09.01.1990;110.07;;;112.39;113.95;118.86;;;117.78;121.43
10.01.1990;109.5;;;112.06;113.88;118.02;;;117.4;121.13
11.01.1990;110.1;;;112.1;114.19;118.94;;;117.7;121.71
